CustomerKey,Customer Code,Title,Name,Birth Date,Marital Status,Gender,Yearly Income,Total Children,Children At Home,Education,Occupation,House Ownership,Cars Owned,Continent,City,State,CountryRegion,Address Line 1,Address Line 2,Phone,Date First Purchase,Customer Type,Company Name
6237,17236,,"Chandra, Harold",1974-10-24T00:00:00,S,M,70000,0,0,Partial High School,Professional,No Owner,4,Asia,Silverwater,New South Wales,Australia,3114 Notre Dame Ave.,,1 (11) 500 555-0139,2004-01-15T00:00:00,Person,
6278,17277,,"Goel, Nichole",1969-11-16T00:00:00,M,F,90000,1,0,Graduate Degree,Management,House Owner,0,Asia,North Ryde,New South Wales,Australia,2511 Via Appia,,1 (11) 500 555-0184,2001-09-30T00:00:00,Person,
6314,17313,,"Alonso, Raquel",1966-03-01T00:00:00,S,F,110000,0,0,Graduate Degree,Management,No Owner,3,Asia,St. Leonards,New South Wales,Australia,5474 Limewood Pl.,,1 (11) 500 555-0175,2003-12-19T00:00:00,Person,
6315,17314,,"Guo, Lisa",1966-04-19T00:00:00,S,F,110000,0,0,Graduate Degree,Management,No Owner,3,Asia,Wollongong,New South Wales,Australia,7464 Mozden Lane,,1 (11) 500 555-0133,2004-05-16T00:00:00,Person,
6928,17927,,"Patel, Douglas",1977-11-17T00:00:00,S,M,20000,0,0,Partial College,Manual,House Owner,0,Asia,Wollongong,New South Wales,Australia,3788 Canyon Creek Drive,,1 (11) 500 555-0136,2001-10-20T00:00:00,Person,
7240,18239,,"Zhu, Alisha",1969-07-23T00:00:00,M,F,90000,1,0,Graduate Degree,Management,House Owner,0,Asia,Malabar,New South Wales,Australia,5049 Teakwood Dr.,,1 (11) 500 555-0199,2001-11-26T00:00:00,Person,
7242,18241,,"Sharma, Tony",1969-03-13T00:00:00,M,M,90000,1,0,Graduate Degree,Management,House Owner,0,Asia,Springwood,New South Wales,Australia,2096 Estudillo Street,,1 (11) 500 555-0193,2001-11-07T00:00:00,Person,
7243,18242,,"Pal, Christine",1969-07-10T00:00:00,M,F,90000,1,0,Graduate Degree,Management,House Owner,0,Asia,Newcastle,New South Wales,Australia,9637 Arata Way,,1 (11) 500 555-0112,2001-11-30T00:00:00,Person,
7244,18243,,"Sai, Cesar",1969-11-25T00:00:00,M,M,90000,1,0,Graduate Degree,Management,House Owner,0,Asia,Milsons Point,New South Wales,Australia,639 Treasure Drive,,1 (11) 500 555-0116,2001-11-06T00:00:00,Person,
7255,18254,,"Martin, Larry",1966-08-22T00:00:00,S,M,100000,0,0,Graduate Degree,Management,House Owner,0,Asia,Lane Cove,New South Wales,Australia,4917 Violet Ct.,,1 (11) 500 555-0160,2001-11-21T00:00:00,Person,
7692,18691,,"Zheng, Claudia",1969-03-24T00:00:00,M,F,90000,1,0,Graduate Degree,Management,House Owner,0,Asia,Lane Cove,New South Wales,Australia,7202 Sun View Court,,1 (11) 500 555-0191,2001-12-29T00:00:00,Person,
7693,18692,,"Mehta, Preston",1969-02-10T00:00:00,M,M,90000,1,0,Graduate Degree,Management,House Owner,0,Asia,Lavender Bay,New South Wales,Australia,2228 Ashford Court,,1 (11) 500 555-0118,2001-12-24T00:00:00,Person,
7695,18694,,"Gomez, Derrick",1969-07-21T00:00:00,M,M,90000,1,0,Graduate Degree,Management,House Owner,0,Asia,Newcastle,New South Wales,Australia,2460 Tanager Court,,1 (11) 500 555-0123,2001-12-03T00:00:00,Person,
7709,18708,,"Zhao, Micah",1969-11-24T00:00:00,M,M,120000,1,0,Graduate Degree,Management,House Owner,0,Asia,Milsons Point,New South Wales,Australia,971 Harness Circle,,1 (11) 500 555-0120,2002-01-09T00:00:00,Person,
7711,18710,,"Xie, Ricardo",1969-08-21T00:00:00,M,M,130000,1,0,Graduate Degree,Management,House Owner,0,Asia,St. Leonards,New South Wales,Australia,1454 Colton Ln,,1 (11) 500 555-0172,2002-01-07T00:00:00,Person,
9310,20309,,"Sharma, Cristina",1944-11-11T00:00:00,M,F,10000,5,0,High School,Skilled Manual,House Owner,4,Asia,Malabar,New South Wales,Australia,7709 Atchinson Stage Ct.,,1 (11) 500 555-0166,2004-07-07T00:00:00,Person,
10003,21002,,"Rodriguez, Carolyn",1977-10-27T00:00:00,S,F,20000,0,0,Partial College,Manual,No Owner,0,Asia,North Ryde,New South Wales,Australia,8051 Roskelley Dr.,,1 (11) 500 555-0156,2002-07-06T00:00:00,Person,
10168,21167,,"Becker, Kara",1969-10-11T00:00:00,S,F,90000,2,0,Graduate Degree,Management,No Owner,0,Asia,Port Macquarie,New South Wales,Australia,8474 Carmel Drive,,1 (11) 500 555-0193,2002-07-24T00:00:00,Person,
10951,21950,,"Hernandez, Armando",1969-04-05T00:00:00,S,M,100000,1,0,Graduate Degree,Management,House Owner,0,Asia,Goulburn,New South Wales,Australia,1596 Brown Dr,,1 (11) 500 555-0182,2002-09-14T00:00:00,Person,
10959,21958,,"Blanco, Mallory",1969-10-19T00:00:00,S,F,130000,1,0,Graduate Degree,Management,No Owner,0,Asia,Springwood,New South Wales,Australia,4127 Esperanza Drive,,1 (11) 500 555-0137,2002-09-25T00:00:00,Person,
11208,22207,,"Sanchez, Nancy",1958-01-01T00:00:00,S,F,130000,0,0,Graduate Degree,Management,No Owner,3,Asia,Lane Cove,New South Wales,Australia,7267 St. Raphael Drive,,1 (11) 500 555-0181,2002-11-06T00:00:00,Person,
11906,22905,,"Schmidt, Joe",1969-07-18T00:00:00,M,M,90000,1,0,Graduate Degree,Management,House Owner,0,Asia,Springwood,New South Wales,Australia,2055 Fountain Road,,1 (11) 500 555-0114,2002-12-13T00:00:00,Person,
11907,22906,,"Moreno, Jessie",1969-10-25T00:00:00,M,F,90000,1,0,Graduate Degree,Management,No Owner,0,Asia,North Ryde,New South Wales,Australia,8294 El Rancho Drive,,1 (11) 500 555-0169,2002-12-15T00:00:00,Person,
12409,23408,,"Perez, Ivan",1969-03-22T00:00:00,S,M,90000,1,0,Graduate Degree,Management,House Owner,0,Asia,Sydney,New South Wales,Australia,7125 Rollinghill Way,,1 (11) 500 555-0134,2003-01-04T00:00:00,Person,
12411,23410,,"Alvarez, Carrie",1969-05-22T00:00:00,M,F,100000,1,0,Graduate Degree,Management,House Owner,0,Asia,Lane Cove,New South Wales,Australia,1050 Greenhills Circle,,1 (11) 500 555-0122,2003-01-24T00:00:00,Person,
13010,24009,,"Anand, Alison",1977-09-13T00:00:00,S,F,20000,0,0,Partial College,Manual,No Owner,0,Asia,Matraville,New South Wales,Australia,7952 El Verano,,1 (11) 500 555-0110,2003-03-03T00:00:00,Person,
13180,24179,,"Blanco, Robyn",1977-03-07T00:00:00,M,F,20000,0,0,Partial College,Manual,House Owner,0,Asia,Lavender Bay,New South Wales,Australia,6270 Pinecreek Way,,1 (11) 500 555-0113,2003-04-25T00:00:00,Person,
14224,25223,,"Ortega, Armando",1966-03-21T00:00:00,S,M,110000,0,0,Graduate Degree,Management,No Owner,3,Asia,Sydney,New South Wales,Australia,8552 Oak Park Blvd,,1 (11) 500 555-0187,2003-09-28T00:00:00,Person,
14567,25566,,"Navarro, Kristine",1977-09-26T00:00:00,M,F,20000,0,0,Partial College,Manual,House Owner,0,Asia,Milsons Point,New South Wales,Australia,8903 Summertime Dr.,,1 (11) 500 555-0178,2001-11-17T00:00:00,Person,
15022,26021,,"Gutierrez, Meghan",1969-07-28T00:00:00,S,F,100000,1,0,Graduate Degree,Management,House Owner,0,Asia,Springwood,New South Wales,Australia,8227 Myrtle Drive,,1 (11) 500 555-0119,2002-07-26T00:00:00,Person,
17205,28204,,"Xu, Peter",1969-10-02T00:00:00,M,M,100000,1,0,Graduate Degree,Management,House Owner,0,Asia,Wollongong,New South Wales,Australia,6975 Ridgewood Drive,,1 (11) 500 555-0115,2003-07-04T00:00:00,Person,
17312,28311,,"Raje, Terry",1967-02-08T00:00:00,S,M,100000,0,0,Graduate Degree,Management,House Owner,0,Asia,Sydney,New South Wales,Australia,3193 Nephi Court,,1 (11) 500 555-0180,2003-08-01T00:00:00,Person,
18181,29180,,"Gomez, Erik",1969-04-05T00:00:00,M,M,100000,1,0,Graduate Degree,Management,House Owner,0,Asia,North Ryde,New South Wales,Australia,5905 Hawthorne Dr.,,1 (11) 500 555-0183,2003-10-30T00:00:00,Person,
18297,29296,,"Luo, Nichole",1966-11-20T00:00:00,S,F,110000,0,0,Graduate Degree,Management,No Owner,3,Asia,Sydney,New South Wales,Australia,2427 Arnold Dr,,1 (11) 500 555-0110,2004-05-08T00:00:00,Person,
18466,29465,,"Gill, Roy",1977-06-19T00:00:00,S,M,20000,0,0,Partial College,Manual,House Owner,0,Asia,Matraville,New South Wales,Australia,4072 South Hampton Road,,1 (11) 500 555-0110,2004-04-22T00:00:00,Person,
152,11151,,"Gill, Melinda",1942-02-25T00:00:00,S,F,60000,2,0,Graduate Degree,Management,No Owner,1,Asia,Sydney,New South Wales,Australia,805 Rainier Dr.,,1 (11) 500 555-0117,2001-11-15T00:00:00,Person,
2116,13115,,"Wu, Clarence",1966-09-27T00:00:00,S,M,110000,0,0,Graduate Degree,Management,House Owner,1,Asia,North Sydney,New South Wales,Australia,3099 Corte Segundo,,1 (11) 500 555-0164,2002-12-28T00:00:00,Person,
3103,14102,,"Huang, Lisa",1942-02-27T00:00:00,S,F,60000,2,0,Graduate Degree,Management,House Owner,1,Asia,North Ryde,New South Wales,Australia,9762 Alvecedo,,1 (11) 500 555-0168,2003-02-17T00:00:00,Person,
3288,14287,,"Xie, Derek",1959-08-27T00:00:00,S,M,150000,0,0,Graduate Degree,Management,House Owner,1,Asia,Port Macquarie,New South Wales,Australia,5448 Contuti Avenue,,1 (11) 500 555-0162,2003-03-13T00:00:00,Person,
3349,14348,,"Scott, Alex",1942-11-16T00:00:00,M,M,60000,2,0,Graduate Degree,Management,House Owner,1,Asia,Port Macquarie,New South Wales,Australia,105 Clark Creek Lane,,1 (11) 500 555-0184,2003-03-08T00:00:00,Person,
4032,15031,,"Lin, Darryl",1977-02-27T00:00:00,M,M,10000,0,0,High School,Manual,House Owner,1,Asia,Malabar,New South Wales,Australia,6912 Hamilton Avenue,,1 (11) 500 555-0146,2003-08-16T00:00:00,Person,
4269,15268,,"Wu, Shannon",1942-10-08T00:00:00,S,F,60000,2,0,Graduate Degree,Management,House Owner,1,Asia,North Sydney,New South Wales,Australia,1619 Stillman Court,,1 (11) 500 555-0113,2003-05-03T00:00:00,Person,
4589,15588,,"Alvarez, Kristy",1969-07-07T00:00:00,M,F,110000,1,0,Graduate Degree,Management,House Owner,1,Asia,Goulburn,New South Wales,Australia,5493 Roskelley Drive,,1 (11) 500 555-0114,2003-05-06T00:00:00,Person,
5691,16690,,"Wu, Aimee",1966-11-02T00:00:00,M,F,110000,0,0,Graduate Degree,Management,House Owner,1,Asia,North Ryde,New South Wales,Australia,5602 Dancing Road,,1 (11) 500 555-0125,2004-03-15T00:00:00,Person,
6056,17055,,"She, Willie",1969-11-09T00:00:00,S,M,110000,1,0,Graduate Degree,Management,House Owner,1,Asia,Darlinghurst,New South Wales,Australia,5742 Curtis Drive,,1 (11) 500 555-0147,2001-09-04T00:00:00,Person,
6057,17056,,"Lal, Shaun",1969-09-16T00:00:00,S,M,110000,1,0,Graduate Degree,Management,House Owner,1,Asia,Lavender Bay,New South Wales,Australia,7754 Lafayette Street,,1 (11) 500 555-0146,2001-09-22T00:00:00,Person,
6058,17057,,"Raji, Tasha",1969-08-27T00:00:00,M,F,110000,1,0,Graduate Degree,Management,House Owner,1,Asia,Malabar,New South Wales,Australia,4896 Village Pl.,,1 (11) 500 555-0194,2003-10-19T00:00:00,Person,
6910,17909,,"Ortega, Joanna",1977-05-02T00:00:00,S,F,10000,0,0,High School,Manual,No Owner,1,Asia,Newcastle,New South Wales,Australia,3076 Monti Dr,,1 (11) 500 555-0128,2001-10-22T00:00:00,Person,
7707,18706,,"Zheng, Darryl",1969-05-19T00:00:00,S,M,110000,1,0,Graduate Degree,Management,House Owner,1,Asia,Goulburn,New South Wales,Australia,995 Roundtree Place,,1 (11) 500 555-0118,2002-01-16T00:00:00,Person,
8569,19568,,"Sun, Candice",1969-09-06T00:00:00,M,F,120000,1,0,Graduate Degree,Management,No Owner,1,Asia,North Sydney,New South Wales,Australia,7427 Terra Catalina,,1 (11) 500 555-0174,2002-02-01T00:00:00,Person,
8605,19604,,"Blanco, Wendy",1966-09-06T00:00:00,S,F,110000,0,0,Graduate Degree,Management,No Owner,1,Asia,North Ryde,New South Wales,Australia,991 Vista Verde,,1 (11) 500 555-0138,2003-10-01T00:00:00,Person,
9285,20284,,"Ashe, Deanna",1943-06-12T00:00:00,S,F,60000,2,0,Graduate Degree,Management,House Owner,1,Asia,Rhodes,New South Wales,Australia,5290 Pennsylvania Blvd,,1 (11) 500 555-0116,2002-05-14T00:00:00,Person,
9988,20987,,"Zeng, Marshall",1977-12-13T00:00:00,S,M,10000,0,0,High School,Manual,No Owner,1,Asia,Matraville,New South Wales,Australia,7280 E. Leland Rd.,,1 (11) 500 555-0134,2002-06-02T00:00:00,Person,
10202,21201,,"Rogers, Anna",1929-02-13T00:00:00,S,F,80000,3,0,Graduate Degree,Management,House Owner,1,Asia,Goulburn,New South Wales,Australia,1841 Cape Cod Way,,1 (11) 500 555-0197,2002-07-14T00:00:00,Person,
10260,21259,,"Cai, Curtis",1943-07-25T00:00:00,S,M,60000,2,0,Graduate Degree,Management,House Owner,1,Asia,Wollongong,New South Wales,Australia,739 Rancho View Dr.,,1 (11) 500 555-0182,2002-08-10T00:00:00,Person,
10956,21955,,"Ferrier, Jenny",1969-08-22T00:00:00,S,F,110000,1,0,Graduate Degree,Management,House Owner,1,Asia,Malabar,New South Wales,Australia,2934 Treat Blvd,,1 (11) 500 555-0166,2002-09-16T00:00:00,Person,
10957,21956,,"Kapoor, Jay",1969-10-16T00:00:00,S,M,120000,1,0,Graduate Degree,Management,No Owner,1,Asia,Newcastle,New South Wales,Australia,6011 Driftwood Dr.,,1 (11) 500 555-0159,2002-09-13T00:00:00,Person,
10958,21957,,"Shen, Kathryn",1969-05-18T00:00:00,M,F,120000,1,0,Graduate Degree,Management,House Owner,1,Asia,North Sydney,New South Wales,Australia,1047 Las Quebradas Lane,,1 (11) 500 555-0151,2002-09-09T00:00:00,Person,
10960,21959,,"Dominguez, Jimmy",1969-07-16T00:00:00,M,M,130000,1,0,Graduate Degree,Management,House Owner,1,Asia,Sydney,New South Wales,Australia,3397 C Olivera Rd,,1 (11) 500 555-0145,2002-09-17T00:00:00,Person,
11034,22033,,"Zhao, Marshall",1942-06-17T00:00:00,S,M,50000,2,0,Graduate Degree,Management,House Owner,1,Asia,Springwood,New South Wales,Australia,6583 El Rancho Drive,,1 (11) 500 555-0179,2002-10-13T00:00:00,Person,
11913,22912,,"Moreno, Mallory",1969-12-07T00:00:00,S,F,110000,1,0,Graduate Degree,Management,House Owner,1,Asia,Lane Cove,New South Wales,Australia,4572 San Jose Drive,,1 (11) 500 555-0118,2002-12-03T00:00:00,Person,
11950,22949,,"Butler, Gavin",1934-03-20T00:00:00,S,M,50000,1,0,Graduate Degree,Management,House Owner,1,Asia,Port Macquarie,New South Wales,Australia,956 B Wildbrook Ct.,,1 (11) 500 555-0122,2003-10-20T00:00:00,Person,
12422,23421,,"Yuan, Willie",1969-11-05T00:00:00,S,M,110000,1,0,Graduate Degree,Management,House Owner,1,Asia,Malabar,New South Wales,Australia,8084 Sunnyvale Avenue,,1 (11) 500 555-0134,2003-01-04T00:00:00,Person,
12423,23422,,"Alonso, Casey",1969-01-14T00:00:00,S,M,120000,1,0,Graduate Degree,Management,No Owner,1,Asia,North Ryde,New South Wales,Australia,5366 Terry Lynn Lane,,1 (11) 500 555-0186,2003-02-22T00:00:00,Person,
13367,24366,,"Luo, Melvin",1969-02-17T00:00:00,S,M,120000,1,0,Graduate Degree,Management,No Owner,1,Asia,North Ryde,New South Wales,Australia,2756 Sinclair Avenue,,1 (11) 500 555-0168,2003-05-28T00:00:00,Person,
13464,24463,,"Zheng, Kristen",1930-06-18T00:00:00,M,F,90000,1,0,Graduate Degree,Management,House Owner,1,Asia,Lavender Bay,New South Wales,Australia,4619 Mount Orange Ct,,1 (11) 500 555-0129,2003-06-10T00:00:00,Person,
14120,25119,,"Lopez, Deanna",1969-05-16T00:00:00,M,F,110000,1,0,Graduate Degree,Management,House Owner,1,Asia,Goulburn,New South Wales,Australia,1898 Pine Tree Drive,,1 (11) 500 555-0190,2003-04-05T00:00:00,Person,
14121,25120,,"Rodriguez, Heidi",1969-12-12T00:00:00,S,F,110000,1,0,Graduate Degree,Management,No Owner,1,Asia,Goulburn,New South Wales,Australia,7902 Bates Court,,1 (11) 500 555-0139,2003-04-01T00:00:00,Person,
14269,25268,,"Andersen, Jaime",1939-02-12T00:00:00,M,M,60000,2,0,Graduate Degree,Management,No Owner,1,Asia,Silverwater,New South Wales,Australia,3354 Ruby Lane,,1 (11) 500 555-0112,2004-03-24T00:00:00,Person,
14270,25269,,"Martin, Tabitha",1939-04-03T00:00:00,S,F,60000,2,0,Graduate Degree,Management,House Owner,1,Asia,Wollongong,New South Wales,Australia,7375 Kipling Court,,1 (11) 500 555-0138,2004-03-13T00:00:00,Person,
14273,25272,,"Xu, Edwin",1943-03-22T00:00:00,S,M,60000,2,0,Graduate Degree,Management,No Owner,1,Asia,Springwood,New South Wales,Australia,9231 Santa Ana Drive,,1 (11) 500 555-0118,2001-08-24T00:00:00,Person,
14274,25273,,"Rai, Karl",1943-06-05T00:00:00,M,M,60000,2,0,Graduate Degree,Management,No Owner,1,Asia,St. Leonards,New South Wales,Australia,9436 Oakmead,,1 (11) 500 555-0175,2001-08-29T00:00:00,Person,
15029,26028,,"Garcia, Brandy",1969-10-14T00:00:00,S,F,130000,1,0,Graduate Degree,Management,No Owner,1,Asia,Sydney,New South Wales,Australia,7420 Lilac Circle,,1 (11) 500 555-0118,2002-08-31T00:00:00,Person,
15141,26140,,"Long, Emily",1966-12-28T00:00:00,S,F,100000,0,0,Graduate Degree,Management,No Owner,1,Asia,Coffs Harbour,New South Wales,Australia,9344 Vloching Circle,,1 (11) 500 555-0136,2002-09-23T00:00:00,Person,
16745,27744,,"Pal, Gilbert",1942-12-16T00:00:00,M,M,50000,2,0,Graduate Degree,Management,House Owner,1,Asia,Springwood,New South Wales,Australia,5707 Bellwood Court,,1 (11) 500 555-0112,2003-07-25T00:00:00,Person,
16747,27746,,"Raje, Dale",1943-02-10T00:00:00,S,M,60000,2,0,Graduate Degree,Management,No Owner,1,Asia,St. Leonards,New South Wales,Australia,9925 Wildberry Court,,1 (11) 500 555-0150,2003-08-31T00:00:00,Person,
18192,29191,,"Weber, Chelsea",1969-11-19T00:00:00,S,F,130000,1,0,Graduate Degree,Management,No Owner,1,Asia,Sydney,New South Wales,Australia,7938 Blue Ridge,,1 (11) 500 555-0121,2003-10-18T00:00:00,Person,
18459,29458,,"Moreno, Danny",1977-02-24T00:00:00,S,M,10000,0,0,High School,Manual,House Owner,1,Asia,St. Leonards,New South Wales,Australia,1170 Shaw Rd,,1 (11) 500 555-0188,2004-03-17T00:00:00,Person,
96,11095,,"Kumar, Chad",1962-09-01T00:00:00,S,M,70000,1,0,Partial College,Skilled Manual,House Owner,1,Asia,Port Macquarie,New South Wales,Australia,1681 Lighthouse Way,,1 (11) 500 555-0151,2001-10-02T00:00:00,Person,
357,11356,,"Carson, Terrence",1980-05-27T00:00:00,S,M,10000,0,0,Partial College,Manual,No Owner,1,Asia,Lavender Bay,New South Wales,Australia,6613 Thornhill Place,,1 (11) 500 555-0189,2001-11-10T00:00:00,Person,
359,11358,,"Malhotra, Cynthia",1978-11-11T00:00:00,S,F,10000,0,0,Partial College,Manual,No Owner,1,Asia,Coffs Harbour,New South Wales,Australia,6757 Pamplona Ct.,,1 (11) 500 555-0187,2001-12-29T00:00:00,Person,
360,11359,,"Prasad, Jarrod",1978-09-04T00:00:00,S,M,10000,0,0,Partial College,Manual,No Owner,1,Asia,Malabar,New South Wales,Australia,7657 H St.,,1 (11) 500 555-0154,2001-12-14T00:00:00,Person,
989,11988,,"Chapman, Kathryn",1962-08-20T00:00:00,S,F,70000,1,0,Partial College,Skilled Manual,House Owner,1,Asia,Goulburn,New South Wales,Australia,4095 Minert Rd.,,1 (11) 500 555-0127,2002-05-13T00:00:00,Person,
991,11990,,"Vazquez, Joanna",1962-07-15T00:00:00,S,F,70000,1,0,Partial College,Skilled Manual,House Owner,1,Asia,Newcastle,New South Wales,Australia,198 Edie Ct.,,1 (11) 500 555-0182,2002-05-16T00:00:00,Person,
1010,12009,,"Martinez, Ann",1957-08-03T00:00:00,S,F,80000,1,0,Partial College,Skilled Manual,House Owner,1,Asia,North Ryde,New South Wales,Australia,8794 Seagull Court,,1 (11) 500 555-0189,2002-06-13T00:00:00,Person,
1241,12240,,"Sharma, Clayton",1980-12-04T00:00:00,S,M,10000,0,0,Partial College,Manual,No Owner,1,Asia,Matraville,New South Wales,Australia,9429 Geraldine Dr,,1 (11) 500 555-0188,2002-06-30T00:00:00,Person,
1242,12241,,"Sandberg, Kristine",1979-11-06T00:00:00,S,F,10000,0,0,Partial College,Manual,No Owner,1,Asia,Wollongong,New South Wales,Australia,6141 Race Road,,1 (11) 500 555-0182,2002-06-18T00:00:00,Person,
1246,12245,,"Gonzalez, Francisco",1978-11-26T00:00:00,S,M,10000,0,0,Partial College,Manual,House Owner,1,Asia,Rhodes,New South Wales,Australia,626 Redlands Way,,1 (11) 500 555-0118,2002-06-14T00:00:00,Person,
1572,12571,,"Green, Jennifer",1980-05-19T00:00:00,M,F,10000,0,0,Partial College,Manual,No Owner,1,Asia,Coffs Harbour,New South Wales,Australia,4070 Lacorso Drive,,1 (11) 500 555-0139,2002-07-01T00:00:00,Person,
1574,12573,,"Rai, Grant",1980-02-23T00:00:00,S,M,10000,0,0,Partial College,Manual,No Owner,1,Asia,Lavender Bay,New South Wales,Australia,820 Dobrich Circle,,1 (11) 500 555-0177,2002-07-11T00:00:00,Person,
1575,12574,,"Raje, Derek",1980-02-11T00:00:00,S,M,10000,0,0,Partial College,Manual,No Owner,1,Asia,Silverwater,New South Wales,Australia,2742 Cincerto Circle,,1 (11) 500 555-0112,2002-07-18T00:00:00,Person,
1576,12575,,"Shen, Jaclyn",1979-09-12T00:00:00,S,F,10000,0,0,Partial College,Manual,No Owner,1,Asia,Wollongong,New South Wales,Australia,6131 Orangewood Court,,1 (11) 500 555-0134,2002-07-18T00:00:00,Person,
1578,12577,,"Sanz, Francis",1979-08-20T00:00:00,S,M,10000,0,0,Partial College,Manual,House Owner,1,Asia,Lane Cove,New South Wales,Australia,3492 Broadway Street,,1 (11) 500 555-0149,2002-08-18T00:00:00,Person,
1580,12579,,"Sanchez, Lydia",1978-09-10T00:00:00,S,F,10000,0,0,Partial College,Manual,House Owner,1,Asia,Springwood,New South Wales,Australia,480 W. Holly Drive,,1 (11) 500 555-0177,2002-08-18T00:00:00,Person,
2136,13135,,"Rai, Johnny",1957-08-03T00:00:00,S,M,80000,1,0,Partial College,Skilled Manual,House Owner,1,Asia,Springwood,New South Wales,Australia,104 Hilltop Dr.,,1 (11) 500 555-0157,2002-12-10T00:00:00,Person,
2140,13139,,"Perez, Carmen",1956-02-09T00:00:00,S,F,70000,1,0,Partial College,Skilled Manual,No Owner,1,Asia,Lane Cove,New South Wales,Australia,1622 Silver Oaks Place,,1 (11) 500 555-0195,2002-12-11T00:00:00,Person,
3048,14047,,"Alvarez, Linda",1962-10-15T00:00:00,S,F,70000,1,0,Partial College,Skilled Manual,No Owner,1,Asia,Wollongong,New South Wales,Australia,4288 Hacienda,,1 (11) 500 555-0112,2003-02-01T00:00:00,Person,
3125,14124,,"Li, Justin",1980-09-11T00:00:00,M,M,10000,0,0,Partial College,Manual,No Owner,1,Asia,Goulburn,New South Wales,Australia,1901 Missing Canyon Court,,1 (11) 500 555-0113,2003-10-30T00:00:00,Person,
3302,14301,,"Vazquez, Ruben",1962-03-17T00:00:00,M,M,70000,1,0,Partial College,Skilled Manual,House Owner,1,Asia,Port Macquarie,New South Wales,Australia,5678 Mcelroy Court,,1 (11) 500 555-0162,2003-03-05T00:00:00,Person,
3324,14323,,"Tang, Colin",1957-09-20T00:00:00,S,M,70000,1,0,Partial College,Skilled Manual,No Owner,1,Asia,Rhodes,New South Wales,Australia,8783 Blocking Ct,,1 (11) 500 555-0138,2003-03-17T00:00:00,Person,
4030,15029,,"Ye, Alejandro",1979-06-04T00:00:00,S,M,10000,0,0,Partial College,Manual,House Owner,1,Asia,Wollongong,New South Wales,Australia,5572 Running Springs Road,,1 (11) 500 555-0199,2003-04-08T00:00:00,Person,
4239,15238,,"Alonso, Jonathon",1956-10-16T00:00:00,M,M,70000,1,0,Partial College,Skilled Manual,House Owner,1,Asia,Darlinghurst,New South Wales,Australia,8983 Haynes Court,,1 (11) 500 555-0152,2003-12-13T00:00:00,Person,
5515,16514,,"Fernandez, Manuel",1980-01-11T00:00:00,S,M,10000,0,0,Partial College,Manual,House Owner,1,Asia,Malabar,New South Wales,Australia,251 Ravenwood Dr.,,1 (11) 500 555-0117,2001-07-13T00:00:00,Person,
5713,16712,,"Lu, Suzanne",1956-10-24T00:00:00,S,F,70000,1,0,Partial College,Skilled Manual,No Owner,1,Asia,Coffs Harbour,New South Wales,Australia,7605 Mount Dr.,,1 (11) 500 555-0167,2001-08-06T00:00:00,Person,
6725,17724,,"Blanco, Sheila",1980-04-21T00:00:00,M,F,10000,0,0,Partial College,Manual,House Owner,1,Asia,Port Macquarie,New South Wales,Australia,5010 C Mt. Hood Circle,,1 (11) 500 555-0168,2004-02-12T00:00:00,Person,
6729,17728,,"Perry, Maria",1978-05-12T00:00:00,S,F,10000,0,0,Partial College,Manual,No Owner,1,Asia,Coffs Harbour,New South Wales,Australia,9697 Sunshine,,1 (11) 500 555-0112,2001-10-02T00:00:00,Person,
6730,17729,,"Garcia, Edgar",1978-02-24T00:00:00,M,M,10000,0,0,Partial College,Manual,No Owner,1,Asia,Darlinghurst,New South Wales,Australia,757 Eureka Lane,,1 (11) 500 555-0157,2003-10-04T00:00:00,Person,
6732,17731,,"Sharma, Tracy",1978-05-04T00:00:00,M,F,10000,0,0,Partial College,Manual,No Owner,1,Asia,Newcastle,New South Wales,Australia,2909 Woodland Dr.,,1 (11) 500 555-0162,2004-06-07T00:00:00,Person,
6906,17905,,"Yuan, Calvin",1980-07-20T00:00:00,M,M,10000,0,0,Partial College,Manual,House Owner,1,Asia,North Ryde,New South Wales,Australia,8577 La Vista Avenue,,1 (11) 500 555-0151,2004-05-12T00:00:00,Person,
6908,17907,,"Luo, Priscilla",1978-11-25T00:00:00,M,F,10000,0,0,Partial College,Manual,House Owner,1,Asia,Wollongong,New South Wales,Australia,9950 Corte Vallencia,,1 (11) 500 555-0133,2004-04-09T00:00:00,Person,
7305,18304,,"She, Yolanda",1957-10-28T00:00:00,S,F,70000,1,0,Partial College,Skilled Manual,House Owner,1,Asia,Silverwater,New South Wales,Australia,7836 Mt. Washington,,1 (11) 500 555-0116,2003-10-23T00:00:00,Person,
7308,18307,,"Zhang, Amy",1956-05-07T00:00:00,S,F,70000,1,0,Partial College,Skilled Manual,House Owner,1,Asia,Goulburn,New South Wales,Australia,3425 El Verano,,1 (11) 500 555-0140,2001-12-13T00:00:00,Person,
7310,18309,,"Wu, Mandy",1956-03-17T00:00:00,S,F,70000,1,0,Partial College,Skilled Manual,House Owner,1,Asia,Port Macquarie,New South Wales,Australia,2015 Bella Avenue,,1 (11) 500 555-0180,2001-12-03T00:00:00,Person,
